"","X","ST_CASE","VEH_NO","PER_NO","DRUGSPECNAME","DRUGRESNAME","RACENAME","MAKENAME","SEAT_POSNAME","BODY_TYPNAME","MOD_YEARNAME","AIR_BAGNAME","VIOLATIONNAME","DRIMPAIRNAME","DRDISTRACTNAME","STATENAME","COUNTYNAME","CITYNAME","MONTHNAME","YEAR","DAY_WEEKNAME","HOURNAME","ROUTENAME","RUR_URBNAME","RD_OWNERNAME","LATITUDE","LONGITUDE","TYP_INTNAME","WEATHERNAME","FATALS","DRUNK_DR"
"65441",65441,370646,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Dodge","Second Seat, Left Side","Light Pickup","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","4:00pm-4:59pm","Other","Rural","State Highway Agency",35.89997,-79.39497,"Not an Intersection","Clear",1,0
"65442",65442,370646,1,4,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Dodge","Second Seat, Middle","Light Pickup","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","4:00pm-4:59pm","Other","Rural","State Highway Agency",35.89997,-79.39497,"Not an Intersection","Clear",1,0
"65443",65443,370646,1,5,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Dodge","Second Seat, Right Side","Light Pickup","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","4:00pm-4:59pm","Other","Rural","State Highway Agency",35.89997,-79.39497,"Not an Intersection","Clear",1,0
"65444",65444,370646,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Dodge","Front Seat, Left Side","Light Pickup","1999","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","4:00pm-4:59pm","Other","Rural","State Highway Agency",35.89997,-79.39497,"Not an Intersection","Clear",1,0
"65445",65445,370647,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Audi","Front Seat, Left Side","4-door sedan, hardtop","2015","Deployment- Unknown Location","None","Ill, Blackout","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Thursday","1:00pm-1:59pm","Local Street - Township","Urban","Not Reported",36.08331,-79.44353,"Not an Intersection","Clear",1,0
"65446",65446,370647,2,1,"Test Not Given","Test Not Given","White","Hyundai","Front Seat, Left Side","4-door sedan, hardtop","2011","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Thursday","1:00pm-1:59pm","Local Street - Township","Urban","Not Reported",36.08331,-79.44353,"Not an Intersection","Clear",1,0
"65447",65447,370647,2,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Hyundai","Second Seat, Left Side","4-door sedan, hardtop","2011","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Thursday","1:00pm-1:59pm","Local Street - Township","Urban","Not Reported",36.08331,-79.44353,"Not an Intersection","Clear",1,0
"65448",65448,370647,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Hyundai","Front Seat, Right Side","4-door sedan, hardtop","2011","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Thursday","1:00pm-1:59pm","Local Street - Township","Urban","Not Reported",36.08331,-79.44353,"Not an Intersection","Clear",1,0
"65449",65449,370648,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","1996","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","August",2020,"Wednesday","0:00am-0:59am","State Highway","Rural","State Highway Agency",33.96753,-78.52026,"Not an Intersection","Clear",1,1
"65450",65450,370648,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Right Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","1996","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","August",2020,"Wednesday","0:00am-0:59am","State Highway","Rural","State Highway Agency",33.96753,-78.52026,"Not an Intersection","Clear",1,1
"65451",65451,370649,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Nissan/Datsun","Front Seat, Left Side","Light Pickup","2004","Deployment- Unknown Location","None","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","August",2020,"Saturday","11:00pm-11:59pm","Interstate","Urban","State Highway Agency",35.69454,-81.81022,"Not an Intersection","Clear",1,0
"65452",65452,370650,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2007","Deployment- Unknown Location","Driving on left, wrong side of road, generally","Reported as Unknown if Impaired","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","August",2020,"Friday","6:00am-6:59am","State Highway","Rural","State Highway Agency",34.57334,-78.68738,"T-Intersection","Cloudy",1,0
"65453",65453,370650,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2007","Deployment- Unknown Location","Serious violation resulting in death","Reported as Unknown if Impaired","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","August",2020,"Friday","6:00am-6:59am","State Highway","Rural","State Highway Agency",34.57334,-78.68738,"T-Intersection","Cloudy",1,0
"65454",65454,370650,2,4,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Second Seat, Right Side","2-door sedan,hardtop,coupe","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","August",2020,"Friday","6:00am-6:59am","State Highway","Rural","State Highway Agency",34.57334,-78.68738,"T-Intersection","Cloudy",1,0
"65455",65455,370650,2,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","2-door sedan,hardtop,coupe","2003","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","August",2020,"Friday","6:00am-6:59am","State Highway","Rural","State Highway Agency",34.57334,-78.68738,"T-Intersection","Cloudy",1,0
"65456",65456,370650,2,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Chevrolet","Front Seat, Right Side","2-door sedan,hardtop,coupe","2003","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","August",2020,"Friday","6:00am-6:59am","State Highway","Rural","State Highway Agency",34.57334,-78.68738,"T-Intersection","Cloudy",1,0
"65457",65457,370650,2,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Second Seat, Left Side","2-door sedan,hardtop,coupe","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","August",2020,"Friday","6:00am-6:59am","State Highway","Rural","State Highway Agency",34.57334,-78.68738,"T-Intersection","Cloudy",1,0
"65458",65458,370651,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2001","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","August",2020,"Monday","8:00am-8:59am","Other","Rural","State Highway Agency",NA,NA,"Not an Intersection","Clear",1,0
"65459",65459,370652,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","August",2020,"Tuesday","3:00pm-3:59pm","Interstate","Rural","State Highway Agency",35.72787,-81.49381,"Not an Intersection","Clear",1,0
"65460",65460,370652,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Infiniti","Front Seat, Left Side","4-door sedan, hardtop","2012","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","August",2020,"Tuesday","3:00pm-3:59pm","Interstate","Rural","State Highway Agency",35.72787,-81.49381,"Not an Intersection","Clear",1,0
"65461",65461,370653,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Not Reported","Front Seat, Left Side","Not Reported","Not Reported","Not Reported","None","Reported as Unknown if Impaired","Not Reported","North Carolina","ANSON (7)","NOT APPLICABLE","August",2020,"Saturday","10:00pm-10:59pm","Other","Rural","State Highway Agency",34.82529,-80.05063,"Not an Intersection","Clear",1,0
"65462",65462,370654,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Kenworth","Front Seat, Left Side","Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)","2014","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","August",2020,"Friday","7:00am-7:59am","Other","Rural","State Highway Agency",33.93528,-78.41592,"Not an Intersection","Cloudy",1,0
"65463",65463,370654,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Jaguar","Front Seat, Left Side","4-door sedan, hardtop","2003","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","August",2020,"Friday","7:00am-7:59am","Other","Rural","State Highway Agency",33.93528,-78.41592,"Not an Intersection","Cloudy",1,0
"65464",65464,370655,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2018","Deployed- Combination","Driving on left, wrong side of road, generally","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","10:00pm-10:59pm","U.S. Highway","Rural","State Highway Agency",36.09511,-79.32921,"Not an Intersection","Clear",1,1
"65465",65465,370655,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2018","Deployed- Combination","Driving while impaired","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","10:00pm-10:59pm","U.S. Highway","Rural","State Highway Agency",36.09511,-79.32921,"Not an Intersection","Clear",1,1
"65466",65466,370655,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2018","Deployed- Combination","Manslaughter or homicide","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","10:00pm-10:59pm","U.S. Highway","Rural","State Highway Agency",36.09511,-79.32921,"Not an Intersection","Clear",1,1
"65467",65467,370655,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2018","Deployed- Combination","Unsafe reckless (not willful, wanton reckless) driving","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","10:00pm-10:59pm","U.S. Highway","Rural","State Highway Agency",36.09511,-79.32921,"Not an Intersection","Clear",1,1
"65468",65468,370655,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Jaguar","Front Seat, Right Side","4-door sedan, hardtop","2000","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","10:00pm-10:59pm","U.S. Highway","Rural","State Highway Agency",36.09511,-79.32921,"Not an Intersection","Clear",1,1
"65469",65469,370655,2,1,"Test Not Given","Test Not Given","White","Jaguar","Front Seat, Left Side","4-door sedan, hardtop","2000","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","August",2020,"Sunday","10:00pm-10:59pm","U.S. Highway","Rural","State Highway Agency",36.09511,-79.32921,"Not an Intersection","Clear",1,1
"65470",65470,370656,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Lexus","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2008","Deployed- Combination","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","August",2020,"Sunday","11:00pm-11:59pm","Interstate","Urban","State Highway Agency",35.58982,-82.57723,"Not an Intersection","Clear",1,1
"65471",65471,370658,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Right Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2004","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Sunday","10:00pm-10:59pm","Interstate","Urban","State Highway Agency",36.06486,-79.46714,"Not an Intersection","Clear",1,0
"65472",65472,370658,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2004","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Sunday","10:00pm-10:59pm","Interstate","Urban","State Highway Agency",36.06486,-79.46714,"Not an Intersection","Clear",1,0
"65473",65473,370658,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Right Side","Light Pickup","2020","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Sunday","10:00pm-10:59pm","Interstate","Urban","State Highway Agency",36.06486,-79.46714,"Not an Intersection","Clear",1,0
"65474",65474,370658,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2020","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Sunday","10:00pm-10:59pm","Interstate","Urban","State Highway Agency",36.06486,-79.46714,"Not an Intersection","Clear",1,0
"65475",65475,370658,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chrysler","Front Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","August",2020,"Sunday","10:00pm-10:59pm","Interstate","Urban","State Highway Agency",36.06486,-79.46714,"Not an Intersection","Clear",1,0
"65476",65476,370659,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Yamaha","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2020","Not Deployed","None","Not Reported","Not Reported","North Carolina","CABARRUS (25)","KANNAPOLIS","August",2020,"Saturday","2:00pm-2:59pm","Other","Urban","State Highway Agency",35.47815,-80.60248,"Four-Way Intersection","Clear",1,0
"65477",65477,370659,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Lincoln","Front Seat, Left Side","4-door sedan, hardtop","2002","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CABARRUS (25)","KANNAPOLIS","August",2020,"Saturday","2:00pm-2:59pm","Other","Urban","State Highway Agency",35.47815,-80.60248,"Four-Way Intersection","Clear",1,0
"65478",65478,370660,1,1,"Test Not Given","Test Not Given","Other Race","Subaru","Front Seat, Left Side","5-door/4-door hatchback","2009","Deployed- Combination","None","Under the Influence of Alcohol, Drugs or Medication","Not Distracted","North Carolina","BUNCOMBE (21)","NOT APPLICABLE","July",2020,"Wednesday","10:00pm-10:59pm","State Highway","Rural","State Highway Agency",35.78004,-82.50136,"Not an Intersection","Clear",1,1
"65479",65479,370661,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Suzuki","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2015","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","July",2020,"Sunday","10:00am-10:59am","State Highway","Rural","State Highway Agency",35.93249,-81.82598,"Not an Intersection","Clear",1,0
"65480",65480,370661,2,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2013","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","July",2020,"Sunday","10:00am-10:59am","State Highway","Rural","State Highway Agency",35.93249,-81.82598,"Not an Intersection","Clear",1,0
"65481",65481,370662,1,1,"Test Not Given","Test Not Given","Unknown","Suzuki","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2013","Not Deployed","None","Reported as Unknown if Impaired","Not Reported","North Carolina","CATAWBA (35)","NOT APPLICABLE","July",2020,"Wednesday","3:00am-3:59am","Other","Rural","State Highway Agency",35.67731,-81.4274,"Not an Intersection","Fog, Smog, Smoke",1,0
"65482",65482,370663,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2011","Deployed- Combination","Unknown Violation(s)","Reported as Unknown if Impaired","Not Reported","North Carolina","CARTERET (31)","NOT APPLICABLE","July",2020,"Saturday","7:00am-7:59am","State Highway","Urban","State Highway Agency",34.69932,-77.03665,"Not an Intersection","Clear",1,0
"65483",65483,370663,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Left Side","4-door sedan, hardtop","2013","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","CARTERET (31)","NOT APPLICABLE","July",2020,"Saturday","7:00am-7:59am","State Highway","Urban","State Highway Agency",34.69932,-77.03665,"Not an Intersection","Clear",1,0
"65484",65484,370664,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Subaru","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2020","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","July",2020,"Monday","2:00pm-2:59pm","State Highway","Rural","State Highway Agency",35.77873,-81.82985,"Not an Intersection","Clear",1,0
"65485",65485,370664,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Ducati","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","July",2020,"Monday","2:00pm-2:59pm","State Highway","Rural","State Highway Agency",35.77873,-81.82985,"Not an Intersection","Clear",1,0
"65486",65486,370665,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Buick / Opel","Front Seat, Left Side","4-door sedan, hardtop","2004","Not Deployed","Hit-and-run, fail to stop after crash","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","NOT APPLICABLE","July",2020,"Saturday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.50721,-82.59742,"Four-Way Intersection","Clear",1,0
"65487",65487,370665,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Buick / Opel","Front Seat, Left Side","4-door sedan, hardtop","2004","Not Deployed","Manslaughter or homicide","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","NOT APPLICABLE","July",2020,"Saturday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.50721,-82.59742,"Four-Way Intersection","Clear",1,0
"65488",65488,370666,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Mazda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","Lane violations, generally","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65489",65489,370666,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Mazda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","Driving wrong way on one-way road","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65490",65490,370666,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Mazda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","Improper use of lane (enter of 3-lane road, HOV designated lane)","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65491",65491,370666,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Mazda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","Driving with detectable alcohol","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65492",65492,370666,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Mazda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","Willful reckless driving; driving to endanger; negligent driving","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65493",65493,370666,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Mazda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","Driving while impaired","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65494",65494,370666,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","2-door sedan,hardtop,coupe","2004","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65495",65495,370666,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Volvo","Front Seat, Left Side","4-door sedan, hardtop","2006","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65496",65496,370666,4,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","KIA","Front Seat, Right Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2019","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65497",65497,370666,4,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","KIA","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2019","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BUNCOMBE (21)","ASHEVILLE","July",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Urban","State Highway Agency",35.50933,-82.52613,"T-Intersection","Cloudy",1,1
"65498",65498,370667,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Harley-Davidson","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2005","Not Deployed","Other driver license violations","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Tuesday","12:00pm-12:59pm","State Highway","Rural","State Highway Agency",34.17975,-78.08559,"Not an Intersection","Clear",1,0
"65499",65499,370667,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Harley-Davidson","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2005","Not Deployed","Speed greater than reasonable & prudent (not necessarily over the limit)","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Tuesday","12:00pm-12:59pm","State Highway","Rural","State Highway Agency",34.17975,-78.08559,"Not an Intersection","Clear",1,0
"65500",65500,370668,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2015","Deployed- Combination","Unsafe reckless (not willful, wanton reckless) driving","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Saturday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.07766,-78.54349,"Not an Intersection","Clear",1,1
"65501",65501,370668,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2015","Deployed- Combination","Manslaughter or homicide","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Saturday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.07766,-78.54349,"Not an Intersection","Clear",1,1
"65502",65502,370668,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2015","Deployed- Combination","Driving while impaired","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Saturday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.07766,-78.54349,"Not an Intersection","Clear",1,1
